index,start_time,end_time,speaker,original_telugu,transliteration,Actors
514,"00:19:43,395","00:19:45,415",speaker_12,రేటు ఎక్కువ పెట్టి కొన్నే రీమేక్ సినిమా గురువు గారు.,retu yekkuva petti konne reemek sinimaa guruvu gaaru.,
515,"00:19:45,476","00:19:45,625",speaker_13,ఆ,aa,
516,"00:19:45,675","00:19:46,025",speaker_12,చీనీకమ్మని,cheeneekammani,
517,"00:19:46,536","00:19:48,025",speaker_12,హిందీలో మన అమితాబ్ బచ్చన్ గారే చేశారు.,hindheelo mana amithaab bachhan gaare cheshaaru.,
518,"00:19:48,776","00:19:50,766",speaker_13,మనంటున్నావ్ ఏమిట్రా ఆయనేదో మీ మామయ్య అన్నట్టు.,manantunnaav yemitraa aayanedho mee maamayya annattu.,
519,"00:19:50,816","00:19:51,165",speaker_12,అబ్బా,abbaa,
520,"00:19:51,496","00:19:54,125",speaker_12,ఆయన కూడా మన వాళ్ళే గురువు గారు కాకపోతే మనం హైదరాబాద్ బ్రాహ్మణలు,aayana koodaa mana vaalle guruvu gaaru kaakapothe manam haidharaabaadh braahmanalu,
521,"00:19:54,415","00:19:55,285",speaker_12,ఆయన అలహాబాద్ బ్రాహ్మణులు.,aayana alahaabaadh braahmanulu.,
522,"00:19:55,596","00:19:55,945",speaker_13,ఆ,aa,
523,"00:19:56,276","00:19:56,715",speaker_12,ఆ,aa,
524,"00:19:56,796","00:19:58,076",speaker_13,ఎంత ఎనర్జీ ఇచ్చావు రా.,yentha yenarjee ichhaavu raa.,
525,"00:19:58,855","00:20:01,305",speaker_13,అంటే మనకి బాలీవుడ్ మీద గ్రిప్ తక్కువ కదా అందువల్ల తెలీదు.,ante manaki baaleevud meedha grip thakkuva kadhaa andhuvalla theleedhu.,
526,"00:20:02,135","00:20:03,505",speaker_13,అక్కడ కూడా మన డామినేషనే అంటావా?,akkada koodaa mana daamineshane antaavaa?,
527,"00:20:03,816","00:20:04,165",speaker_12,యా,yaa,
528,"00:20:04,756","00:20:05,985",speaker_13,కిక్కు రా కిక్కు.,kikku raa kikku.,
529,"00:20:06,576","00:20:06,925",speaker_13,పదా.,padhaa.,
530,"00:20:07,096","00:20:08,205",speaker_12,ఏంటండీ పంతులుగారు ఇంత ఆలస్యం,yentandee panthulugaaru intha aalasyam,
531,"00:20:08,355","00:20:09,586",speaker_12,అవతల హీరో గారు వచ్చే టైం అయింది.,avathala heero gaaru vachhe taim ayindhi.,
532,"00:20:09,635","00:20:11,645",speaker_13,ముందుగా రావడం ముఖ్యమా ముహూర్తానికి రావడం ముఖ్యమా?,mundhugaa raavadam mukhyamaa muhoorthaaniki raavadam mukhyamaa?,
533,"00:20:11,736","00:20:11,885",speaker_12,ఆ,aa,
534,"00:20:11,935","00:20:13,346",speaker_13,ప్రొడ్యూసర్ ఎక్కడ? పేమెంట్ మాట్లాడుకోవాలి.,prodyoosar yekkada? pement maatlaadukovaali.,
535,"00:20:13,596","00:20:13,945",speaker_12,"ప్రొొడ్యూసరు,","proొdyoosaru,",
536,"00:20:14,175","00:20:16,205",speaker_12,"హీరో, డైరెక్టరు అన్నీ మా రోషన్ బాబే.","heero, dairektaru annee maa roshan baabe.",
537,"00:20:16,375","00:20:17,225",speaker_12,ఒక్క హీరోయిన్ తప్ప.,okka heeroyin thappa.,
538,"00:20:17,455","00:20:18,565",speaker_13,ఏ అది కూడా వాడే చేసి చావకపోయాడా,ye adhi koodaa vaade chesi chaavakapoyaadaa,
539,"00:20:18,715","00:20:19,375",speaker_13,పింజారి వెధవా.,pinjaari vedhavaa.,
540,"00:20:19,435","00:20:19,535",speaker_12,ఆ,aa,
541,"00:20:20,276","00:20:20,695",speaker_12,చారీ,chaaree,
542,"00:20:21,076","00:20:21,476",speaker_13,సారీ,saaree,
543,"00:20:22,316","00:20:24,586",speaker_12,Satisfied 罗 రింగ్ స్టార్ రోషన్ బాబు,Satisfied 罗 ring staar roshan baabu,
544,"00:20:25,395","00:20:25,536",speaker_14,జియాబోల్,jiyaabol,
545,"00:20:25,586","00:20:26,115",speaker_12,రోరింగ్ స్టార్,roring staar,
546,"00:20:26,596","00:20:26,895",speaker_12,రోషన్ బాబు,roshan baabu,
547,"00:20:27,175","00:20:27,525",speaker_14,జియాబోల్,jiyaabol,
548,"00:20:27,925","00:20:29,395",speaker_12,రోరింగ్ స్టార్ రోషన్ బాబు,roring staar roshan baabu,
549,"00:20:29,536","00:20:29,635",speaker_14,జియాబోల్,jiyaabol,
550,"00:20:30,776","00:20:30,875",speaker_12,రోరింగ్ స్టార్ రోషన్ బాబు,roring staar roshan baabu,
551,"00:20:30,806","00:20:31,155",speaker_14,జియాబోల్,jiyaabol,
552,"00:20:32,776","00:20:33,155",speaker_12,రోరింగ్ స్టార్,roring staar,
553,"00:20:33,205","00:20:35,286",speaker_13,రోగిష్టు వాడు ఎలా ఉంటాడు. వీణ్ణి రోరింగ్ స్టార్ అంటారేమిటి గురువు,rogishtu vaadu yelaa untaadu. veenni roring staar antaaremiti guruvu,
554,"00:20:35,336","00:20:35,465",speaker_13,గారు.,gaaru.,
555,"00:20:35,536","00:20:36,205",speaker_12,ఒరేయ్ చారీ,orey chaaree,
556,"00:20:36,435","00:20:37,505",speaker_12,నువ్వు కొంచెం నోటి దుర తగ్గించాలిరా.,nuvvu konchem noti dhura thagginchaaliraa.,
557,"00:20:37,915","00:20:39,086",speaker_13,మీరు కూడా ముతక మాటలు తగ్గించాలి.,meeru koodaa muthaka maatalu thagginchaali.,
558,"00:20:39,135","00:20:39,566",speaker_12,పిల్లప్,pillap,
559,"00:20:40,076","00:20:40,725",speaker_12,ఓం పురుషోత్తమాయ,om purushoththamaaya,
560,"00:20:41,154","00:20:42,405",speaker_12,నమః ఓం అధోక్షజాయ,namah om adhokshajaaya,
561,"00:20:42,756","00:20:43,105",speaker_12,నమః,namah,
562,"00:20:43,395","00:20:43,945",speaker_12,ఓం నారసింహాయ,om naarasimhaaya,
563,"00:20:44,276","00:20:44,625",speaker_12,నమః,namah,
564,"00:20:45,155","00:20:45,435",speaker_13,ఏవండీ,yevandee,
565,"00:20:45,976","00:20:46,296",speaker_13,ఏమయ్యా,yemayyaa,
566,"00:20:46,756","00:20:46,955",speaker_13,హలో,halo,
567,"00:20:47,076","00:20:47,405",speaker_12,ఏ ఏ,ye ye,
568,"00:20:47,455","00:20:48,425",speaker_13,కొబ్బరికాయ తీసుకొని ఇష్టదైవాన్ని,kobbarikaaya theesukoni ishtadhaivaanni,
569,"00:20:48,556","00:20:49,205",speaker_13,తలుచుకొని కొట్టండి.,thaluchukoni kottandi.,
570,"00:20:49,415","00:20:50,625",speaker_13,సినిమా సూపర్ డూపర్ హిట్ అయిపోతుంది.,sinimaa soopar doopar hit ayipothundhi.,
571,"00:20:50,915","00:20:51,265",speaker_13,నారికేళ,naarikela,
572,"00:20:51,415","00:20:51,765",speaker_13,సముద్భూత,samudhbhootha,
573,"00:20:52,076","00:20:53,205",speaker_13,త్రినేత్ర సమర్థ మా,thrinethra samartha maa,
574,"00:20:54,155","00:20:56,786",speaker_13,ప్రసాద్ మీ చక్కెర తక్కువ సినిమాకి డబ్బు ఎక్కువ రావాలని చాలా దివ్యంగా,prasaadh mee chakkera thakkuva sinimaaki dabbu yekkuva raavaalani chaalaa dhivyangaa,
575,"00:20:56,836","00:20:57,385",speaker_13,పూజ చేశాము.,pooja cheshaamu.,
576,"00:20:57,675","00:20:58,815",speaker_13,మా సంభావన ఇస్తే మేము వెళ్లిపోతాము.,maa sambhaavana isthe memu vellipothaamu.,
577,"00:20:59,236","00:21:01,645",speaker_13,బయట గురువు గారు వెయిటింగ్ అవతల స్మశానంలో రావు గారి శవం వెయిటింగు.,bayata guruvu gaaru veyiting avathala smashaanamlo raavu gaari shavam veyitingu.,
578,"00:21:01,976","00:21:04,385",speaker_12,ఆ సాయంకాలం ఆఫీస్ కి రండి అక్కడ మేడం ఉంటారు ఆవిడ చేతుల మీద ఇస్తారు.,aa saayankaalam aaphees ki randi akkada medam untaaru aavida chethula meedha isthaaru.,
579,"00:21:04,435","00:21:04,785",speaker_13,ఏమిటి?,yemiti?,
580,"00:21:05,776","00:21:06,625",speaker_13,పూజ పొద్దున చేయాలా?,pooja podhdhuna cheyaalaa?,
581,"00:21:06,816","00:21:07,805",speaker_13,సంభావన సాయంత్రం తీసుకోవాలా?,sambhaavana saayanthram theesukovaalaa?,
582,"00:21:08,036","00:21:08,385",speaker_13,కుదరదు.,kudharadhu.,
583,"00:21:08,615","00:21:09,725",speaker_12,డెలక్స్ ఫ్లాట్ కావాలా?,delaks phlaat kaavaalaa?,
584,"00:21:09,915","00:21:11,026",speaker_12,శాంత్రో కారు కావాలా?,shaanthro kaaru kaavaalaa?,
585,"00:21:11,076","00:21:13,566",speaker_13,ఇక్కడ మా సంభావనకే తిక్కు లేదు. మీరు శాంత్రో కారు ఇచ్చేస్తారా ఏమిటి?,ikkada maa sambhaavanake thikku ledhu. meeru shaanthro kaaru ichhesthaaraa yemiti?,
586,"00:21:13,615","00:21:15,655",speaker_12,కట్ కట్ కట్ కట్ కట్ ఏంటయ్యా నువ్వు మధ్యలో.,kat kat kat kat kat yentayyaa nuvvu madhyalo.,
587,"00:21:15,724","00:21:16,405",speaker_13,మధ్యలో కాదండి,madhyalo kaadhandi,
588,"00:21:16,635","00:21:18,005",speaker_13,అసలు ఈ సినిమా మొదలైందే మా పూజతో.,asalu ee sinimaa modhalaindhe maa poojatho.,
589,"00:21:18,195","00:21:18,545",speaker_13,ఏమయ్యా,yemayyaa,
590,"00:21:18,776","00:21:19,485",speaker_13,మీరందరూ విన్నారా?,meerandharoo vinnaaraa?,
591,"00:21:19,796","00:21:21,026",speaker_13,వీళ్ళకి చక్కెర కూడా తక్కువా అనుకున్నారు.,veellaki chakkera koodaa thakkuvaa anukunnaaru.,
592,"00:21:21,076","00:21:21,846",speaker_13,డబ్బులు కూడా తక్కువే.,dabbulu koodaa thakkuve.,
593,"00:21:22,036","00:21:24,105",speaker_13,మాతో పూజ చేయించుకొని మా సంభావనకి చటకోపం పెట్టేస్తున్నాడు.,maatho pooja cheyinchukoni maa sambhaavanaki chatakopam pettesthunnaadu.,
594,"00:21:24,316","00:21:25,776",speaker_12,ఏ మేనేజర్ ఏంటయ్యా ఇదంతా?,ye menejar yentayyaa idhanthaa?,
595,"00:21:25,855","00:21:27,005",speaker_13,నేను చెప్పాను సర్ మేడం ఇస్తారని,nenu cheppaanu sar medam isthaarani,
596,"00:21:27,215","00:21:27,705",speaker_13,ఆయన వినట్లేదు.,aayana vinatledhu.,
597,"00:21:27,895","00:21:30,405",speaker_12,అయ్యా పంతులు గారు స్విమ్మింగ్ పూల్ దగ్గర మేడం గారున్నారు.,ayyaa panthulu gaaru svimming pool dhaggara medam gaarunnaaru.,
598,"00:21:30,756","00:21:31,625",speaker_12,అక్కడికి వెళ్లి అడగండి.,akkadiki velli adagandi.,
599,"00:21:31,675","00:21:33,846",speaker_13,మేడము మేడము మేడము అసలు ఆ మేడానికి ఏమవుతాడు ఈయన?,medamu medamu medamu asalu aa medaaniki yemavuthaadu eeyana?,
600,"00:21:33,895","00:21:34,076",speaker_12,తాత,thaatha,
601,"00:21:34,296","00:21:35,066",speaker_13,ఏడి తాతవా నువ్వు?,yedi thaathavaa nuvvu?,
602,"00:21:35,115","00:21:35,465",speaker_12,ఆ,aa,
603,"00:21:42,516","00:21:44,285",speaker_13,ఇప్పుడు ఈ పింజారి వెధవ మనవరాలు ఎక్కడ చచ్చిందో.,ippudu ee pinjaari vedhava manavaraalu yekkada chachhindho.,
604,"00:21:44,776","00:21:44,875",speaker_13,ఆ,aa,
605,"00:21:47,236","00:21:49,625",speaker_12,రామ రామ అక్కడ చక్కెర తక్కువ ఇక్కడ బట్టలు తక్కువ.,raama raama akkada chakkera thakkuva ikkada battalu thakkuva.,
606,"00:21:49,675","00:21:50,025",speaker_14,స్వీటీ,sveetee,
607,"00:21:51,455","00:21:51,555",speaker_14,స్వీటీ స్వీటీ,sveetee sveetee,
608,"00:21:57,605","00:21:58,165",speaker_13,అయ్యో అయ్యో,ayyo ayyo,
609,"00:21:58,215","00:21:59,045",speaker_13,అయ్యో అయ్యో ఆడపిల్లలా,ayyo ayyo aadapillalaa,
610,"00:21:59,175","00:22:01,065",speaker_13,మునిగిపోతూ ఉంటే చూస్తూ ఉంటారా మీ దుంపల దెగ.,munigipothoo unte choosthoo untaaraa mee dhumpala dhega.,
611,"00:22:05,276","00:22:06,005",speaker_13,ఏమిటండీ ఇది?,yemitandee idhi?,
612,"00:22:06,256","00:22:07,005",speaker_13,ఎందుకండీ ఈ చచ్చిపోవడం?,yendhukandee ee chachhipovadam?,
613,"00:22:07,316","00:22:08,945",speaker_13,ఆత్మహత్య ప్రయత్నం తప్పు తెలుసా?,aathmahathya prayathnam thappu thelusaa?,
614,"00:22:09,736","00:22:10,525",speaker_13,ఆగండి ఆగండి ఆగండి ఆగండి.,aagandi aagandi aagandi aagandi.,
615,"00:22:10,736","00:22:11,086",speaker_12,ఏ,ye,
616,"00:22:11,326","00:22:11,765",speaker_12,ఏం చేస్తున్నావ్?,yem chesthunnaav?,
617,"00:22:12,036","00:22:13,105",speaker_13,నోట్లో నోరు పెట్టి ఊత్తే,notlo noru petti ooththe,
618,"00:22:13,395","00:22:13,745",speaker_13,ఊపిరితిత్తులకి,oopirithiththulaki,
619,"00:22:13,955","00:22:15,225",speaker_13,గాలి బాగా చేరి శ్వాస బాగుంటుంది.,gaali baagaa cheri shvaasa baaguntundhi.,
620,"00:22:15,415","00:22:16,065",speaker_13,సినిమాలో చూడట్లా?,sinimaalo choodatlaa?,
621,"00:22:16,296","00:22:17,545",speaker_12,ఏయ్ అసలు నన్ను పైకి ఎవరిత్తమన్నారు?,yey asalu nannu paiki yevariththamannaaru?,
622,"00:22:17,895","00:22:19,965",speaker_13,మంచి పని చేయడానికి ఒకళ్ళకి చెప్పాల్సిన అవసరం లేదండి.,manchi pani cheyadaaniki okallaki cheppaalsina avasaram ledhandi.,
623,"00:22:20,336","00:22:22,105",speaker_13,ఆపదలో ఉన్నారని అర్థమైంది. దూకేసి ఆపేశాను.,aapadhalo unnaarani arthamaindhi. dhookesi aapeshaanu.,
624,"00:22:22,375","00:22:23,665",speaker_13,థాంక్స్ చెప్పడానికి పోయి చస్తారా ఏమిటి?,thaanks cheppadaaniki poyi chasthaaraa yemiti?,
625,"00:22:26,336","00:22:27,445",speaker_12,చూడు అంతా నీ వల్లే,choodu anthaa nee valle,
626,"00:22:27,756","00:22:28,285",speaker_12,బెట్ ఓడిపోయాను.,bet odipoyaanu.,
627,"00:22:28,655","00:22:29,686",speaker_12,ఆ డబ్బు నీ బాబు ఇస్తాడా?,aa dabbu nee baabu isthaadaa?,
628,"00:22:29,736","00:22:30,336",speaker_13,బెట్టా అండి,bettaa andi,
629,"00:22:30,496","00:22:31,425",speaker_13,ఓట్టండి నాకు తెలీదండి.,ottandi naaku theleedhandi.,
630,"00:22:31,776","00:22:33,096",speaker_13,బుడబుడా మంటూ బుడగలు వస్తాయి నువ్వు.,budabudaa mantoo budagalu vasthaayi nuvvu.,
631,"00:22:33,175","00:22:33,675",speaker_12,Shut up,Shut up,
632,"00:22:33,736","00:22:34,905",speaker_13,మీకు ఆ మాత్రం కోపం ఉంటుందిలెండి.,meeku aa maathram kopam untundhilendi.,
633,"00:22:35,375","00:22:35,725",speaker_13,ఎందుకంటే,yendhukante,
634,"00:22:36,256","00:22:38,186",speaker_13,మీ ఎడమనోడు మడతలో పుట్టుమచ్చ ఉందిగా.,mee yedamanodu madathalo puttumachha undhigaa.,
635,"00:22:38,236","00:22:38,395",speaker_12,ఆ,aa,
636,"00:22:38,796","00:22:39,385",speaker_13,అంతే కాదండి,anthe kaadhandi,
637,"00:22:39,796","00:22:40,826",speaker_13,మీకు కవల పిల్లలు పుడతారు.,meeku kavala pillalu pudathaaru.,
638,"00:22:41,135","00:22:41,485",speaker_12,ఏంటి?,yenti?,
639,"00:22:41,695","00:22:43,005",speaker_13,అవునండి మచ్చ శాస్త్రం చెబుతుంది.,avunandi machha shaastha్ram chebuthundhi.,
640,"00:22:43,215","00:22:44,525",speaker_13,అంతే కాదు ఇటు రండి చెప్తా.,anthe kaadhu itu randi chepthaa.,
641,"00:22:46,966","00:22:47,466",speaker_12,నోర్ముయ్ అసలు,normuy asalu,
642,"00:22:47,516","00:22:47,865",speaker_12,నువ్విక్కడికెందుకొచ్చావ్?,nuvvikkadikendhukochhaav?,
643,"00:22:48,336","00:22:49,285",speaker_13,రోరింగ్ స్టార్ గారు పంపించారండి.,roring staar gaaru pampinchaarandi.,
644,"00:22:49,816","00:22:52,346",speaker_13,వారి మనవరాలు గారి దగ్గర సంభావన పుచ్చుకోమని చెప్పి ఇస్తే వెళ్లిపోతా.,vaari manavaraalu gaari dhaggara sambhaavana puchhukomani cheppi isthe vellipothaa.,
645,"00:22:52,935","00:22:54,086",speaker_12,ఆడి మనవరాలు నేను కాదు,aadi manavaraalu nenu kaadhu,
646,"00:22:54,316","00:22:54,665",speaker_12,అది.,adhi.,
647,"00:22:55,125","00:22:55,486",speaker_13,ఇదా?,idhaa?,
648,"00:22:55,536","00:22:55,885",speaker_12,ఠీకే,teeke,
649,"00:22:56,355","00:22:56,994",speaker_12,ఠీకే ఏ,teeke ye,
650,"00:22:57,336","00:22:57,685",speaker_12,స్వీటీ,sveetee,
651,"00:22:58,135","00:23:00,265",speaker_12,తుమ్ దస హజార్ హార్ గయా నా తో ఉస్కో దే దో.,thum dhasa hajaar haar gayaa naa tho usko dhe dho.,
652,"00:23:01,476","00:23:01,655",speaker_12,పదా,padhaa,
653,"00:23:03,346","00:23:04,135",speaker_13,ఏవండీ మీరందరూ,yevandee meerandharoo,
654,"00:23:04,215","00:23:04,965",speaker_13,ఆడపిల్లలే కదా.,aadapillale kadhaa.,
655,"00:23:05,195","00:23:07,025",speaker_13,ఇలా పట్టపగలే మద్యం సేవించడం తప్పు కాదు.,ilaa pattapagale madhyam sevinchadam thappu kaadhu.,
656,"00:23:07,415","00:23:09,185",speaker_12,ఇదంతా పార్టీ కల్చర్ నువ్వు నోరు మూసుకో.,idhanthaa paartee kalchar nuvvu noru moosuko.,
657,"00:23:09,476","00:23:09,816",speaker_13,ఊహూ,oohoo,
658,"00:23:10,236","00:23:10,336",speaker_12,ఊ,oo,
659,"00:23:10,915","00:23:11,885",speaker_12,ఇదిగో ఎనిమిది వేలు.,idhigo yenimidhi velu.,
660,"00:23:11,935","00:23:12,905",speaker_13,మరి మిగతా రెండు వేలు.,mari migathaa rendu velu.,
661,"00:23:13,375","00:23:15,526",speaker_12,రెండు మచ్చలు చూసావు కదా ఆ రెండు వేలు కట్.,rendu machhalu choosaavu kadhaa aa rendu velu kat.,
662,"00:23:15,976","00:23:17,586",speaker_13,అంటే చూసినవన్నీ చెప్పుంటే మొత్తం కట్ చేసేవాళ్ళా.,ante choosinavannee cheppunte moththam kat chesevaallaa.,
663,"00:23:17,836","00:23:17,935",speaker_13,ఆ,aa,
664,"00:23:19,715","00:23:19,935",speaker_12,పోయి,poyi,
665,"00:23:21,246","00:23:21,915",speaker_13,హు పొద్దున్నే,hu podhdhunne,
666,"00:23:21,996","00:23:22,165",speaker_13,చేప,chepa,
667,"00:23:22,576","00:23:22,955",speaker_13,ఇప్పుడు పాప,ippudu paapa,
668,"00:23:23,415","00:23:24,705",speaker_13,ఇంకా ఎన్ని అవాంతరాలు వస్తాయో.,inkaa yenni avaantharaalu vasthaayo.,
669,"00:23:32,855","00:23:33,336",speaker_13,Excuse me,Excuse me,
670,"00:23:33,855","00:23:34,096",speaker_12,Yes,Yes,
671,"00:23:34,395","00:23:35,105",speaker_13,మేజర్ చంద్రశేఖర్,mejar chandhrashekhar,
672,"00:23:35,875","00:23:37,405",speaker_13,డిఫెన్స్ రీసెర్చ్ ల్యాబ్ లో పనిచేసేవాడు.,diphens reeserch lyaab lo panichesevaadu.,
673,"00:23:38,155","00:23:38,885",speaker_13,వెపన్స్ డిజైనర్.,vepans dijainar.,
674,"00:23:39,516","00:23:40,125",speaker_13,అతని గురించి,athani gurinchi,
675,"00:23:40,655","00:23:41,425",speaker_13,డీటెయిల్స్ కావాలి.,deeteyils kaavaali.,
676,"00:23:41,615","00:23:42,285",speaker_12,ఆయన చనిపోయి,aayana chanipoyi,
677,"00:23:42,476","00:23:43,086",speaker_12,చాలా సంవత్సరాలయింది.,chaalaa samvathsaraalayindhi.,
678,"00:23:43,675","00:23:44,025",speaker_13,తెలుసు.,thelusu.,
679,"00:23:44,776","00:23:45,336",speaker_13,అతని భార్య,athani bhaarya,
680,"00:23:45,955","00:23:46,665",speaker_13,బతికే ఉందిగా.,bathike undhigaa.,
681,"00:23:46,915","00:23:48,765",speaker_12,సొరండి మిలిటరీలో పనిచేసే వాళ్లకు సంబంధించి,sorandi militareelo panichese vaallaku sambandhinchi,
682,"00:23:49,096","00:23:50,125",speaker_12,అన్ని డీటెయిల్స్ confidential,anni deeteyils confidential,
683,"00:23:50,336","00:23:50,985",speaker_12,ఎవరికీ చెప్పకూడదు.,yevarikee cheppakoodadhu.,
684,"00:23:52,635","00:23:52,985",speaker_13,రూల్స్,rools,
685,"00:23:53,316","00:23:54,065",speaker_13,మీలాంటి వాళ్ళకి,meelaanti vaallaki,
686,"00:23:54,675","00:23:55,025",speaker_13,మాలాంటి,maalaanti,
687,"00:23:55,195","00:23:55,545",speaker_13,criminals,criminals,
688,"00:23:55,816","00:23:56,205",speaker_13,కి కాదు.,ki kaadhu.,
689,"00:23:57,395","00:24:00,586",speaker_13,చండీగఢ్ sector 23 లో నీ old age parents ఉన్నారుగా.,chandeegad sector 23 lo nee old age parents unnaarugaa.,
690,"00:24:01,215","00:24:01,536",speaker_13,పాపం,paapam,
691,"00:24:02,596","00:24:03,276",speaker_13,వాళ్ళకేమన్నా అయితే,vaallakemannaa ayithe,
692,"00:24:04,865","00:24:05,816",speaker_13,దేశాన్ని కాపాడటం,dheshaanni kaapaadatam,
693,"00:24:05,875","00:24:06,556",speaker_13,మాత్రమే కాదు,maathrame kaadhu,
694,"00:24:07,626","00:24:08,496",speaker_13,ఫ్యామిలీని కాపాడటం,phyaamileeni kaapaadatam,
695,"00:24:08,576","00:24:09,165",speaker_13,కూడా నేర్చుకోండి.,koodaa nerchukondi.,
696,"00:24:09,976","00:24:10,375",speaker_13,డీటెయిల్స్.,deeteyils.,
697,"00:24:20,615","00:24:21,285",speaker_12,లాస్ట్ communication,laasta్ communication,
698,"00:24:21,556","00:24:22,525",speaker_12,ఈ address నుంచి జరిగింది.,ee address nunchi jarigindhi.,
699,"00:24:28,175","00:24:29,086",speaker_13,ఇల్లు చాలా బాగుందిరా.,illu chaalaa baagundhiraa.,
700,"00:24:30,096","00:24:30,445",speaker_13,అవును,avunu,
701,"00:24:30,996","00:24:32,405",speaker_13,ఇంతకీ నువ్వేం చేస్తున్నావ్ రా?,inthakee nuvvem chesthunnaav raa?,
702,"00:24:32,895","00:24:34,025",speaker_13,ఇంత పెద్ద ఇల్లు తీసుకున్నావ్.,intha pedhdha illu theesukunnaav.,
703,"00:24:34,476","00:24:34,675",speaker_13,ఆ,aa,
704,"00:24:35,096","00:24:35,826",speaker_13,scrap అమ్మా,scrap ammaa,
705,"00:24:36,036","00:24:36,685",speaker_13,scrap business.,scrap business.,
706,"00:24:37,056","00:24:38,185",speaker_13,మన దగ్గరున్న scrap అంతా,mana dhaggarunna scrap anthaa,
707,"00:24:38,576","00:24:39,895",speaker_13,పై రాష్ట్రాలకి చేరుస్తూ ఉంటాను.,pai raashtraalaki cherusthoo untaanu.,
708,"00:24:39,955","00:24:40,236",speaker_12,అవునా,avunaa,
709,"00:24:40,895","00:24:42,276",speaker_12,చేయరా బాగా చేయ్.,cheyaraa baagaa chey.,
710,"00:24:42,665","00:24:43,535",speaker_15,డే అండ్ నైట్ కష్టపడి,de and nait kashtapadi,
711,"00:24:43,986","00:24:45,035",speaker_15,ఇంకా బాగా సంపాదించు.,inkaa baagaa sampaadhinchu.,
712,"00:24:45,685","00:24:47,115",speaker_15,లైఫ్ లో ఎలాంటి కష్టం రాకుండా,laiph lo yelaanti kashtam raakundaa,
713,"00:24:47,445","00:24:48,355",speaker_15,నువ్వు ఇలాగే హ్యాపీగా,nuvvu ilaage hyaapeegaa,
714,"00:24:48,506","00:24:48,935",speaker_15,ఉండాలి.,undaali.,
715,"00:24:49,006","00:24:49,355",speaker_13,అలాగే,alaage,
716,"00:24:49,685","00:24:49,826",speaker_13,అమ్మ,amma,
717,"00:24:50,506","00:24:51,215",speaker_16,చూసావా నాన్న,choosaavaa naanna,
718,"00:24:51,566","00:24:52,336",speaker_16,డే అండ్ నైట్ కష్టపడాలంట.,de and nait kashtapadaalanta.,
719,"00:24:53,185","00:24:54,076",speaker_16,నువ్వు యాక్సిడెంట్ లో పోయావు,nuvvu yaaksident lo poyaavu,
720,"00:24:54,286","00:24:55,246",speaker_16,నేను ఎన్ కౌంటర్ లో పోతా.,nenu yen kauntar lo pothaa.,
721,"00:24:55,326","00:24:55,986",speaker_15,ఏంట్రా అంటున్నావ్,yentraa antunnaav,
722,"00:24:56,226","00:24:56,695",speaker_16,ఏం లేదమ్మా,yem ledhammaa,
723,"00:24:56,925","00:24:57,875",speaker_16,నువ్వెళ్లి ఇల్లు మొత్తం చూది--,nuvvelli illu moththam choodhi--,
724,"00:25:01,066","00:25:01,405",speaker_17,హేయ్! హేయ్!,hey! hey!,
725,"00:25:01,455","00:25:02,965",speaker_17,హేయ్! బంద్ ద డోర్ క్లోజ్ ద డోర్.,hey! bandh dha dor kloj dha dor.,
726,"00:25:03,625","00:25:04,625",speaker_17,అన్ని క్లోజ్ చేసేసాం గా,anni kloj chesesaam gaa,
727,"00:25:04,965","00:25:05,315",speaker_16,ఏయ్!,yey!,
728,"00:25:05,965","00:25:08,516",speaker_16,రైల్వే స్టేషన్ లో అనౌన్సర్ లా మూడు భాషల్లో అరుస్తున్నావ్ ఎవరు,railve steshan lo anaunsar laa moodu bhaashallo arusthunnaav yevaru,
729,"00:25:08,566","00:25:08,786",speaker_16,నువ్వు,nuvvu,
730,"00:25:09,365","00:25:11,135",speaker_17,మీరు ఏ భాషోలో నాకు తెలియదు కదా సర్,meeru ye bhaasholo naaku theliyadhu kadhaa sar,
731,"00:25:11,385","00:25:11,746",speaker_17,అందుకే,andhuke,
732,"00:25:12,046","00:25:12,395",speaker_16,తెలుగు.,thelugu.,
733,"00:25:12,945","00:25:13,596",speaker_16,తెలుగు వాళ్ళమే,thelugu vaallame,
734,"00:25:13,826","00:25:14,046",speaker_16,చెప్పు,cheppu,
735,"00:25:14,705","00:25:15,455",speaker_17,నా పేరు నందు,naa peru nandhu,
736,"00:25:15,625","00:25:18,275",speaker_17,పక్కనున్న రెడ్డి కాలేజీలో బిఎస్సీ ఫైనల్ ఇయర్ చదువుతున్నా ఆంటీ.,pakkanunna reddi kaalejeelo biessee phainal iyar chadhuvuthunnaa aantee.,
737,"00:25:18,546","00:25:19,995",speaker_17,కొంతమంది వెధవలు నా వెంట పడితేనూ,konthamandhi vedhavalu naa venta padithenoo,
738,"00:25:20,306","00:25:20,655",speaker_16,యా,yaa,
739,"00:25:20,846","00:25:21,365",speaker_16,ఎందుకు పడ్డారు,yendhuku paddaaru,
740,"00:25:22,436","00:25:23,705",speaker_17,ఊమ్ అందం,oom andham,
741,"00:25:23,846","00:25:24,195",speaker_17,అందం,andham,
742,"00:25:24,385","00:25:24,735",speaker_17,సర్.,sar.,
743,"00:25:25,046","00:25:26,395",speaker_17,నా అందమే నాకు problem,naa andhame naaku problem,
